clf	task	method	accuracy	recall1	recall0	recall_macro	precision1	precision0	precision_macro	f1score1	f1score0	f1score_macro	mcc	spd	aod	eod	erd	
dl2	Compas-Sex	pr	0.64	0.81	0.45	0.63	0.63	0.66	0.65	0.71	0.54	0.62	0.28	0.05	0.12	0.08	0.09	
dl2	Compas-Sex	mfc1	
dl2	Compas-Sex	roc1	0.65	0.67	0.62	0.65	0.68	0.61	0.65	0.68	0.61	0.65	0.29	0.04	0.04	0.03	0.03	
dl2	Compas-Sex	fairway	0.66	0.79	0.5	0.65	0.66	0.67	0.66	0.72	0.57	0.64	0.31	0.2	0.17	0.13	0.04	
dl2	Compas-Sex	fairsmote	0.63	0.66	0.59	0.62	0.66	0.59	0.62	0.66	0.59	0.62	0.25	0.1	0.08	0.08	0.03	
dl2	Compas-Sex	FairMask	0.66	0.7	0.6	0.65	0.68	0.63	0.66	0.69	0.62	0.65	0.31	0.22	0.2	0.16	0.03	
dl2	Compas-Sex	maat	0.66	0.76	0.54	0.65	0.67	0.65	0.66	0.71	0.59	0.65	0.31	0.15	0.12	0.08	0.03	
dl2	Compas-Sex	fitness_f	0.65	0.71	0.59	0.65	0.68	0.63	0.65	0.69	0.61	0.65	0.3	0.07	0.05	0.04	0.02	
dl2	Compas-Race	default	0.65	0.7	0.6	0.65	0.68	0.63	0.65	0.69	0.61	0.65	0.3	0.16	0.14	0.1	0.02	
dl2	Compas-Race	rw	0.65	0.7	0.59	0.64	0.67	0.62	0.65	0.68	0.6	0.64	0.29	0.05	0.05	0.03	0.03	
dl2	Compas-Race	dir	0.65	0.75	0.55	0.65	0.67	0.63	0.65	0.7	0.58	0.64	0.3	0.08	0.05	0.04	0.02	
dl2	Compas-Race	lfr	0.55	1.0	0.0	0.5	0.55	0.0	0.27	0.71	0.0	0.35	0.0	0.0	0.0	0.0	0.1	
dl2	Compas-Race	ceo1	0.65	0.74	0.54	0.64	0.66	0.63	0.65	0.7	0.58	0.64	0.29	0.29	0.28	0.2	0.03	
dl2	Compas-Race	eo	0.63	0.7	0.55	0.63	0.65	0.61	0.63	0.68	0.57	0.62	0.26	0.05	0.04	0.02	0.02	
dl2	Compas-Race	ad	
dl2	Compas-Race	pr	0.68	0.75	0.6	0.67	0.69	0.67	0.68	0.72	0.63	0.67	0.35	0.14	0.11	0.1	0.02	
dl2	Compas-Race	mfc1	
dl2	Compas-Race	roc1	0.65	0.66	0.63	0.64	0.68	0.61	0.64	0.67	0.62	0.64	0.29	0.03	0.04	0.03	0.03	
dl2	Compas-Race	fairway	0.67	0.77	0.55	0.66	0.67	0.66	0.67	0.72	0.6	0.66	0.32	0.15	0.12	0.08	0.02	
dl2	Compas-Race	fairsmote	0.62	0.66	0.58	0.62	0.66	0.59	0.62	0.65	0.58	0.62	0.24	0.16	0.14	0.14	0.03	
dl2	Compas-Race	FairMask	0.66	0.71	0.59	0.65	0.68	0.63	0.65	0.69	0.61	0.65	0.31	0.18	0.15	0.12	0.02	
dl2	Compas-Race	maat	0.66	0.72	0.58	0.65	0.68	0.64	0.66	0.69	0.6	0.65	0.31	0.1	0.08	0.05	0.02	
dl2	Compas-Race	fitness_f	0.65	0.68	0.61	0.65	0.68	0.62	0.65	0.68	0.61	0.65	0.29	0.04	0.05	0.05	0.03	
dl2	German-Sex	default	0.73	0.84	0.48	0.66	0.79	0.57	0.68	0.81	0.52	0.67	0.34	0.09	0.09	0.06	0.04	
dl2	German-Sex	rw	0.72	0.83	0.49	0.66	0.79	0.56	0.67	0.81	0.52	0.66	0.33	0.07	0.07	0.05	0.04	
dl2	German-Sex	dir	0.73	0.83	0.51	0.67	0.8	0.57	0.68	0.81	0.53	0.67	0.35	0.09	0.09	0.06	0.04	
dl2	German-Sex	lfr	0.7	1.0	0.0	0.5	0.7	0.0	0.35	0.82	0.0	0.41	0.0	0.0	0.0	0.0	0.08	
dl2	German-Sex	ceo1	0.73	0.85	0.45	0.65	0.78	0.58	0.68	0.81	0.5	0.66	0.33	0.12	0.13	0.08	0.05	
dl2	German-Sex	eo	0.73	0.83	0.5	0.66	0.79	0.56	0.67	0.81	0.52	0.66	0.34	0.07	0.07	0.05	0.05	
dl2	German-Sex	ad	
dl2	German-Sex	pr	0.73	0.88	0.35	0.62	0.77	0.55	0.66	0.82	0.43	0.62	0.27	0.06	0.06	0.09	0.08	
dl2	German-Sex	mfc1	
dl2	German-Sex	roc1	0.72	0.79	0.56	0.68	0.81	0.54	0.67	0.8	0.55	0.67	0.35	0.06	0.08	0.06	0.04	
dl2	German-Sex	fairway	0.74	0.86	0.48	0.67	0.79	0.6	0.7	0.82	0.53	0.68	0.36	0.06	0.06	0.04	0.05	
dl2	German-Sex	fairsmote	0.72	0.81	0.51	0.66	0.79	0.55	0.67	0.8	0.52	0.66	0.33	0.1	0.1	0.08	0.06	
dl2	German-Sex	FairMask	0.71	0.96	0.15	0.55	0.72	0.41	0.57	0.82	0.19	0.51	0.14	0.05	0.05	0.04	0.08	
dl2	German-Sex	maat	0.72	0.96	0.19	0.57	0.73	0.58	0.65	0.83	0.26	0.54	0.21	0.05	0.05	0.03	0.07	
dl2	German-Sex	fitness_f	0.73	0.89	0.35	0.62	0.76	0.52	0.64	0.82	0.4	0.61	0.27	0.04	0.06	0.04	0.06	
dl2	German-Age	default	0.73	0.84	0.49	0.66	0.79	0.57	0.68	0.81	0.52	0.67	0.34	0.19	0.16	0.15	0.09	
dl2	German-Age	rw	0.73	0.83	0.5	0.67	0.79	0.57	0.68	0.81	0.53	0.67	0.34	0.11	0.1	0.07	0.07	
dl2	German-Age	dir	0.73	0.83	0.49	0.66	0.79	0.57	0.68	0.81	0.52	0.66	0.34	0.11	0.1	0.09	0.09	
dl2	German-Age	lfr	0.7	1.0	0.0	0.5	0.7	0.0	0.35	0.82	0.0	0.41	0.0	0.0	0.0	0.0	0.15	
dl2	German-Age	ceo1	0.72	0.89	0.33	0.61	0.75	0.57	0.66	0.82	0.41	0.61	0.26	0.32	0.31	0.23	0.08	
dl2	German-Age	eo	0.71	0.8	0.51	0.65	0.79	0.54	0.66	0.8	0.51	0.65	0.32	0.13	0.11	0.1	0.08	
dl2	German-Age	ad	
dl2	German-Age	pr	0.77	0.9	0.43	0.67	0.8	0.64	0.72	0.85	0.51	0.68	0.38	0.04	0.02	0.02	0.05	
dl2	German-Age	mfc1	
dl2	German-Age	roc1	0.71	0.78	0.55	0.67	0.8	0.52	0.66	0.79	0.53	0.66	0.33	0.06	0.11	0.07	0.07	
dl2	German-Age	fairway	0.74	0.86	0.45	0.66	0.78	0.59	0.69	0.82	0.51	0.66	0.34	0.15	0.13	0.12	0.11	
dl2	German-Age	fairsmote	0.7	0.78	0.52	0.65	0.79	0.52	0.66	0.78	0.51	0.65	0.31	0.09	0.09	0.08	0.08	
dl2	German-Age	FairMask	0.7	0.97	0.1	0.54	0.71	0.4	0.56	0.82	0.14	0.48	0.11	0.05	0.06	0.04	0.14	
dl2	German-Age	maat	0.72	0.94	0.23	0.58	0.74	0.61	0.68	0.82	0.31	0.56	0.23	0.06	0.07	0.05	0.12	
dl2	German-Age	fitness_f	0.73	0.88	0.38	0.63	0.77	0.56	0.66	0.82	0.43	0.63	0.29	0.07	0.07	0.05	0.1	
dl2	Bank-Age	default	0.9	0.54	0.95	0.75	0.6	0.94	0.77	0.57	0.94	0.76	0.51	0.09	0.06	0.07	0.07	
dl2	Bank-Age	rw	0.9	0.53	0.95	0.74	0.61	0.93	0.77	0.56	0.94	0.75	0.51	0.03	0.06	0.1	0.07	
dl2	Bank-Age	dir	0.89	0.54	0.93	0.74	0.55	0.94	0.74	0.53	0.93	0.73	0.48	0.21	0.17	0.19	0.12	
dl2	Bank-Age	lfr	0.87	0.01	1.0	0.51	0.13	0.88	0.5	0.02	0.93	0.48	0.03	0.0	0.0	0.0	0.1	
dl2	Bank-Age	ceo1	0.9	0.53	0.95	0.74	0.61	0.93	0.77	0.56	0.94	0.75	0.51	0.06	0.05	0.07	0.08	
dl2	Bank-Age	eo	0.88	0.55	0.93	0.74	0.54	0.93	0.74	0.54	0.93	0.73	0.47	0.06	0.04	0.05	0.06	
dl2	Bank-Age	ad	
dl2	Bank-Age	pr	0.9	0.36	0.97	0.67	0.67	0.91	0.79	0.47	0.94	0.71	0.44	0.07	0.19	0.36	0.11	
dl2	Bank-Age	mfc1	
dl2	Bank-Age	roc1	0.89	0.17	0.99	0.58	0.67	0.89	0.78	0.26	0.94	0.6	0.3	0.04	0.04	0.07	0.08	
dl2	Bank-Age	fairway	0.9	0.49	0.96	0.72	0.65	0.93	0.79	0.55	0.94	0.75	0.51	0.09	0.06	0.09	0.06	
dl2	Bank-Age	fairsmote	0.88	0.26	0.97	0.61	0.55	0.9	0.72	0.34	0.93	0.64	0.31	0.15	0.18	0.27	0.08	
dl2	Bank-Age	FairMask	0.9	0.56	0.95	0.76	0.61	0.94	0.77	0.58	0.94	0.76	0.53	0.1	0.06	0.06	0.07	
dl2	Bank-Age	maat	0.9	0.58	0.95	0.76	0.61	0.94	0.78	0.59	0.94	0.77	0.54	0.05	0.05	0.08	0.06	
dl2	Bank-Age	fitness_f	0.9	0.57	0.94	0.76	0.6	0.94	0.77	0.58	0.94	0.76	0.53	0.05	0.05	0.08	0.07	
dl2	Mep-Race	default	0.85	0.39	0.94	0.67	0.59	0.88	0.74	0.47	0.91	0.69	0.4	0.11	0.09	0.13	0.09	
dl2	Mep-Race	rw	0.84	0.39	0.94	0.66	0.57	0.88	0.72	0.46	0.91	0.68	0.38	0.05	0.03	0.04	0.08	
dl2	Mep-Race	dir	0.85	0.4	0.94	0.67	0.58	0.88	0.73	0.47	0.91	0.69	0.4	0.09	0.06	0.08	0.09	
dl2	Mep-Race	lfr	0.83	0.06	0.99	0.53	0.38	0.84	0.61	0.09	0.91	0.5	0.11	0.01	0.01	0.01	0.12	
dl2	Mep-Race	ceo1	0.84	0.34	0.95	0.64	0.59	0.87	0.73	0.42	0.91	0.67	0.36	0.07	0.03	0.03	0.1	
dl2	Mep-Race	eo	0.84	0.37	0.93	0.65	0.54	0.88	0.71	0.43	0.9	0.67	0.35	0.06	0.03	0.05	0.08	
dl2	Mep-Race	ad	
dl2	Mep-Race	pr	0.84	0.17	0.99	0.58	0.75	0.85	0.8	0.27	0.91	0.59	0.31	0.03	0.01	0.01	0.11	
dl2	Mep-Race	mfc1	
dl2	Mep-Race	roc1	0.79	0.63	0.83	0.73	0.43	0.92	0.67	0.51	0.87	0.69	0.4	0.05	0.04	0.06	0.03	
dl2	Mep-Race	fairway	0.86	0.38	0.96	0.67	0.68	0.88	0.78	0.49	0.92	0.71	0.44	0.11	0.1	0.16	0.08	
dl2	Mep-Race	fairsmote	0.84	0.39	0.93	0.66	0.55	0.88	0.72	0.45	0.91	0.68	0.37	0.09	0.06	0.08	0.09	
dl2	Mep-Race	FairMask	0.86	0.42	0.95	0.69	0.63	0.89	0.76	0.5	0.92	0.71	0.44	0.12	0.11	0.16	0.09	
dl2	Mep-Race	maat	0.86	0.41	0.95	0.68	0.64	0.89	0.76	0.49	0.92	0.7	0.43	0.08	0.04	0.05	0.08	
dl2	Mep-Race	fitness_f	0.85	0.39	0.94	0.67	0.6	0.88	0.74	0.47	0.91	0.69	0.4	0.04	0.03	0.05	0.09	
